1,1,1,1,192,0.012023295
2,2,2,2,179,0.011209218
3,3,3,3,175,0.010958733
4,4,4,4,167,0.010457762
5,5,5,5,146,0.009142714
6,6,6,6,141,0.008829607
7,7,7,7,135,0.008453879
8,8,8,8,134,0.008391258
9,9,9,9,132,0.008266015
10,10,10,10,123,0.007702423
11,11,11,11,121,0.007577181
12,12,12,12,104,0.006512618
13,13,13,13,98,0.00613689
14,14,14,14,94,0.005886405
15,15,15,15,94,0.005886405
16,16,16,16,91,0.005698541
17,17,17,17,78,0.004884464
18,18,18,18,65,0.004070386
19,19,19,19,54,0.003381552
20,20,20,20,53,0.00331893
21,21,21,21,49,0.003068445
22,22,22,22,44,0.002755338
23,23,23,23,31,0.001941261
24,24,24,24,29,0.001816019
25,25,25,25,24,0.001502912
26,26,26,26,23,0.001440291
27,27,27,27,18,0.001127184
28,28,28,28,7,0.000438349
29,29,29,29,185,0.011584946
30,30,30,30,185,0.011584946
31,31,31,31,157,0.009831549
32,32,32,32,155,0.009706306
33,33,33,33,154,0.009643685
34,34,34,34,148,0.009267957
35,35,35,35,144,0.009017471
36,36,36,36,142,0.008892229
37,37,37,37,128,0.00801553
38,38,38,38,127,0.007952909
39,39,39,39,125,0.007827666
40,40,40,40,124,0.007765045
41,41,41,41,123,0.007702423
42,42,42,42,119,0.007451938
43,43,43,43,116,0.007264074
44,44,44,44,115,0.007201453
45,45,45,45,114,0.007138831
46,46,46,46,110,0.006888346
47,47,47,47,109,0.006825725
48,48,48,48,108,0.006763104
49,49,49,49,108,0.006763104
50,50,50,50,107,0.006700482
51,51,51,51,107,0.006700482
52,52,52,52,105,0.00657524
53,53,53,53,104,0.006512618
54,54,54,54,103,0.006449997
55,55,55,55,101,0.006324754
56,56,56,56,101,0.006324754
57,57,57,57,100,0.006262133
58,58,58,58,100,0.006262133
59,59,59,59,98,0.00613689
60,60,60,60,98,0.00613689
61,61,61,61,97,0.006074269
62,62,62,62,97,0.006074269
63,63,63,63,94,0.005886405
64,64,64,64,93,0.005823784
65,65,65,65,92,0.005761162
66,66,66,66,92,0.005761162
67,67,67,67,91,0.005698541
68,68,68,68,90,0.00563592
69,69,69,69,90,0.00563592
70,70,70,70,89,0.005573298
71,71,71,71,89,0.005573298
72,72,72,72,89,0.005573298
73,73,73,73,89,0.005573298
74,74,74,74,88,0.005510677
75,75,75,75,87,0.005448056
76,76,76,76,87,0.005448056
77,77,77,77,85,0.005322813
78,78,78,78,84,0.005260192
79,79,79,79,84,0.005260192
80,80,80,80,83,0.00519757
81,81,81,81,83,0.00519757
82,82,82,82,82,0.005134949
83,83,83,83,82,0.005134949
84,84,84,84,81,0.005072328
85,85,85,85,81,0.005072328
86,86,86,86,80,0.005009706
87,87,87,87,79,0.004947085
88,88,88,88,78,0.004884464
89,89,89,89,77,0.004821842
90,90,90,90,77,0.004821842
91,91,91,91,75,0.0046966
92,92,92,92,74,0.004633978
93,93,93,93,73,0.004571357
94,94,94,94,72,0.004508736
95,95,95,95,72,0.004508736
96,96,96,96,72,0.004508736
97,97,97,97,71,0.004446114
98,98,98,98,68,0.00425825
99,99,99,99,68,0.00425825
100,100,100,100,67,0.004195629
101,101,101,101,65,0.004070386
102,102,102,102,65,0.004070386
103,103,103,103,64,0.004007765
104,104,104,104,61,0.003819901
105,105,105,105,61,0.003819901
106,106,106,106,60,0.00375728
107,107,107,107,60,0.00375728
108,108,108,108,59,0.003694658
109,109,109,109,59,0.003694658
110,110,110,110,58,0.003632037
111,111,111,111,57,0.003569416
112,112,112,112,56,0.003506794
113,113,113,113,56,0.003506794
114,114,114,114,56,0.003506794
115,115,115,115,55,0.003444173
116,116,116,116,55,0.003444173
117,117,117,117,54,0.003381552
118,118,118,118,54,0.003381552
119,119,119,119,54,0.003381552
120,120,120,120,54,0.003381552
121,121,121,121,53,0.00331893
122,122,122,122,51,0.003193688
123,123,123,123,51,0.003193688
124,124,124,124,51,0.003193688
125,125,125,125,50,0.003131066
126,126,126,126,50,0.003131066
127,127,127,127,50,0.003131066
128,128,128,128,49,0.003068445
129,129,129,129,49,0.003068445
130,130,130,130,49,0.003068445
131,131,131,131,48,0.003005824
132,132,132,132,48,0.003005824
133,133,133,133,47,0.002943202
134,134,134,134,47,0.002943202
135,135,135,135,47,0.002943202
136,136,136,136,47,0.002943202
137,137,137,137,46,0.002880581
138,138,138,138,46,0.002880581
139,139,139,139,46,0.002880581
140,140,140,140,46,0.002880581
141,141,141,141,45,0.00281796
142,142,142,142,44,0.002755338
143,143,143,143,44,0.002755338
144,144,144,144,44,0.002755338
145,145,145,145,44,0.002755338
146,146,146,146,44,0.002755338
147,147,147,147,44,0.002755338
148,148,148,148,43,0.002692717
149,149,149,149,43,0.002692717
150,150,150,150,43,0.002692717
151,151,151,151,42,0.002630096
152,152,152,152,42,0.002630096
153,153,153,153,42,0.002630096
154,154,154,154,41,0.002567474
155,155,155,155,41,0.002567474
156,156,156,156,41,0.002567474
157,157,157,157,40,0.002504853
158,158,158,158,40,0.002504853
159,159,159,159,40,0.002504853
160,160,160,160,40,0.002504853
161,161,161,161,39,0.002442232
162,162,162,162,39,0.002442232
163,163,163,163,39,0.002442232
164,164,164,164,39,0.002442232
165,165,165,165,39,0.002442232
166,166,166,166,39,0.002442232
167,167,167,167,38,0.00237961
168,168,168,168,38,0.00237961
169,169,169,169,38,0.00237961
170,170,170,170,38,0.00237961
171,171,171,171,38,0.00237961
172,172,172,172,37,0.002316989
173,173,173,173,37,0.002316989
174,174,174,174,36,0.002254368
175,175,175,175,36,0.002254368
176,176,176,176,36,0.002254368
177,177,177,177,36,0.002254368
178,178,178,178,35,0.002191747
179,179,179,179,35,0.002191747
180,180,180,180,35,0.002191747
181,181,181,181,35,0.002191747
182,182,182,182,35,0.002191747
183,183,183,183,35,0.002191747
184,184,184,184,34,0.002129125
185,185,185,185,34,0.002129125
186,186,186,186,33,0.002066504
187,187,187,187,33,0.002066504
188,188,188,188,32,0.002003883
189,189,189,189,32,0.002003883
190,190,190,190,32,0.002003883
191,191,191,191,31,0.001941261
192,192,192,192,30,0.00187864
193,193,193,193,30,0.00187864
194,194,194,194,29,0.001816019
195,195,195,195,29,0.001816019
196,196,196,196,29,0.001816019
197,197,197,197,28,0.001753397
198,198,198,198,28,0.001753397
199,199,199,199,28,0.001753397
200,200,200,200,27,0.001690776
201,201,201,201,27,0.001690776
202,202,202,202,27,0.001690776
203,203,203,203,27,0.001690776
204,204,204,204,27,0.001690776
205,205,205,205,26,0.001628155
206,206,206,206,26,0.001628155
207,207,207,207,26,0.001628155
208,208,208,208,25,0.001565533
209,209,209,209,25,0.001565533
210,210,210,210,24,0.001502912
211,211,211,211,23,0.001440291
212,212,212,212,23,0.001440291
