"T","B","b","xmid","s","xshift","T2","B2","b2","xmid2","s2","xshift2"
0,1,-1,2,1,0,0.027027027027027,0.027027027027027,0,0,0,0
0,2.78181818181818,-1,2,1,0,0.155277777777778,0.155277777777778,0,0,0,0
0,1,-1,22,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.21428571428571,-1,2,1,0,0.133540372670807,0.133540372670807,0,0,0,0
0,1.5,-1,8,1,0,0.0101010101010101,0.0101010101010101,0,0,0,0
0,1,-1,5,1,0,0.178030303030303,0.178030303030303,0,0,0,0
0,1,-1,6,1,0,0.0231801937684291,0.0231801937684291,0,0,0,0
0,1.33333333333333,-1,10,1,0,0.0101010101010101,0.0101010101010101,0,0,0,0
0,1.33333333333333,-1,12,1,0,0.461538461538462,0.461538461538462,0,0,0,0
0,1.16666666666667,-1,6,1,0,0.0298094364809893,0.0298094364809893,0,0,0,0
0,1.5,-1,26,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.37254901960784,-1,2,1,0,0.05,0.05,0,0,0,0
0,1,-1,5,1,0,0.369887152185289,0.369887152185289,0,0,0,0
0,1,-1,4,1,0,0.133540372670807,0.133540372670807,0,0,0,0
0,1,-1,6,1,0,0.0231801937684291,0.0231801937684291,0,0,0,0
0,1,-1,3,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,2,-1,6,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,1,-1,3,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.1,-1,6,1,0,0.0598365402713229,0.0598365402713229,0,0,0,0
0,1,-1,5,1,0,0.178030303030303,0.178030303030303,0,0,0,0
0,1.0625,-1,3,1,0,1,1,0,0,0,0
0,1,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.68518518518519,-1,5,1,0,0.0294117647058824,0.0294117647058824,0,0,0,0
0,1,-1,6,1,0,0.461538461538462,0.461538461538462,0,0,0,0
0,2.29824561403509,-1,9,1,0,0.024390243902439,0.024390243902439,0,0,0,0
0,1,-1,10,1,0,0.0113636363636364,0.0113636363636364,0,0,0,0
0,1,-1,9,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,19,1,0,0.325,0.325,0,0,0,0
0,1,-1,6,1,0,0.0101010101010101,0.0101010101010101,0,0,0,0
0,1.27272727272727,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,6,1,0,0.024390243902439,0.024390243902439,0,0,0,0
0,1.1,-1,26,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,2.25,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.41666666666667,-1,6,1,0,0.966666666666667,0.966666666666667,0,0,0,0
0,1.33333333333333,-1,11,1,0,0.0113636363636364,0.0113636363636364,0,0,0,0
0,1.77777777777778,-1,13,1,0,0.027027027027027,0.027027027027027,0,0,0,0
0,1.33333333333333,-1,7,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,30,1,0,0.0277777777777778,0.0277777777777778,0,0,0,0
0,1,-1,5,1,0,0.0231801937684291,0.0231801937684291,0,0,0,0
0,1,-1,2,1,0,0.0882352941176471,0.0882352941176471,0,0,0,0
0,1,-1,4,1,0,0.347242669611091,0.347242669611091,0,0,0,0
0,1,-1,12,1,0,0.672619047619048,0.672619047619048,0,0,0,0
0,1.05,-1,10,1,0,0.0476190476190476,0.0476190476190476,0,0,0,0
0,1,-1,18,1,0,0.842105263157895,0.842105263157895,0,0,0,0
0,1,-1,8,1,0,0.25,0.25,0,0,0,0
0,1.1,-1,4,1,0,0.1,0.1,0,0,0,0
0,1,-1,6,1,0,0.907268170426065,0.907268170426065,0,0,0,0
0,1,-1,5,1,0,0.672619047619048,0.672619047619048,0,0,0,0
0,1.5,-1,17,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,8,1,0,0.0507692307692308,0.0507692307692308,0,0,0,0
0,2.6,-1,2,1,0,0.836363636363636,0.836363636363636,0,0,0,0
0,1.16666666666667,-1,8,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,6,1,0,0.0882352941176471,0.0882352941176471,0,0,0,0
0,1.66666666666667,-1,7,1,0,0.0592632956855611,0.0592632956855611,0,0,0,0
0,1,-1,6,1,0,0.0476190476190476,0.0476190476190476,0,0,0,0
0,1,-1,6,1,0,0.0294117647058824,0.0294117647058824,0,0,0,0
0,1,-1,5,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,1,-1,6,1,0,0.05,0.05,0,0,0,0
0,1,-1,5,1,0,0.880037503178235,0.880037503178235,0,0,0,0
0,1,-1,12,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,13,1,0,0.155277777777778,0.155277777777778,0,0,0,0
0,1.21428571428571,-1,2,1,0,0.0113636363636364,0.0113636363636364,0,0,0,0
0,1.72037037037037,-1,2,1,0,0.966666666666667,0.966666666666667,0,0,0,0
0,1.58333333333333,-1,6,1,0,0.0434782608695652,0.0434782608695652,0,0,0,0
0,1.3,-1,6,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,12,1,0,0.156254774637128,0.156254774637128,0,0,0,0
0,1.16666666666667,-1,5,1,0,0.156254774637128,0.156254774637128,0,0,0,0
0,1,-1,6,1,0,1,1,0,0,0,0
0,1,-1,16,1,0,0.301630434782609,0.301630434782609,0,0,0,0
0,1,-1,9,1,0,1,1,0,0,0,0
0,1,-1,8,1,0,1,1,0,0,0,0
0,1.19230769230769,-1,5,1,0,0.8,0.8,0,0,0,0
0,1,-1,7,1,0,0.8,0.8,0,0,0,0
0,1.125,-1,6,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,25,1,0,0.8,0.8,0,0,0,0
0,1,-1,2,1,0,0.10955710955711,0.10955710955711,0,0,0,0
0,1,-1,6,1,0,0.178030303030303,0.178030303030303,0,0,0,0
0,1,-1,6,1,0,0.147619047619048,0.147619047619048,0,0,0,0
0,1.625,-1,7,1,0,0.428571428571429,0.428571428571429,0,0,0,0
0,1,-1,26,1,0,0.880037503178235,0.880037503178235,0,0,0,0
0,1,-1,11,1,0,0.0277339901477833,0.0277339901477833,0,0,0,0
0,1,-1,6,1,0,1,1,0,0,0,0
0,1,-1,15,1,0,1,1,0,0,0,0
0,1,-1,2,1,0,0.325,0.325,0,0,0,0
0,1,-1,8,1,0,0.842105263157895,0.842105263157895,0,0,0,0
0,1,-1,17,1,0,0.719382972100363,0.719382972100363,0,0,0,0
0,1,-1,5,1,0,0.178030303030303,0.178030303030303,0,0,0,0
0,1,-1,8,1,0,0.0166666666666667,0.0166666666666667,0,0,0,0
0,1.1,-1,10,1,0,0.159313725490196,0.159313725490196,0,0,0,0
0,1.33333333333333,-1,7,1,0,0.604029011923749,0.604029011923749,0,0,0,0
0,1,-1,8,1,0,0.79234997444698,0.79234997444698,0,0,0,0
0,1,-1,8,1,0,0.0277777777777778,0.0277777777777778,0,0,0,0
0,2.83333333333333,-1,5,1,0,0.0131578947368421,0.0131578947368421,0,0,0,0
0,1,-1,5,1,0,0.0112745098039216,0.0112745098039216,0,0,0,0
0,1.16666666666667,-1,8,1,0,0.880037503178235,0.880037503178235,0,0,0,0
0,1,-1,7,1,0,0.353337596849009,0.353337596849009,0,0,0,0
0,1.05,-1,6,1,0,0.0298094364809893,0.0298094364809893,0,0,0,0
0,1,-1,7,1,0,0.842105263157895,0.842105263157895,0,0,0,0
0,1,-1,6,1,0,1,1,0,0,0,0
0,1,-1,5,1,0,0.672619047619048,0.672619047619048,0,0,0,0
0,1,-1,7,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.58333333333333,-1,30,1,0,0.0112745098039216,0.0112745098039216,0,0,0,0
0,1,-1,5,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,5,1,0,0.509514760463036,0.509514760463036,0,0,0,0
0,3.79545454545455,-1,7,1,0,0.0589285714285714,0.0589285714285714,0,0,0,0
0,1,-1,4,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,7,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1.42857142857143,-1,5,1,0,0.836363636363636,0.836363636363636,0,0,0,0
0,1,-1,28,1,0,0.0277339901477833,0.0277339901477833,0,0,0,0
0,1,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,7,1,0,0.0277777777777778,0.0277777777777778,0,0,0,0
0,2,-1,2,1,0,0.846153846153846,0.846153846153846,0,0,0,0
0,1,-1,8,1,0,0.157575757575758,0.157575757575758,0,0,0,0
0,1.33333333333333,-1,2,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1,-1,8,1,0,0.0294117647058824,0.0294117647058824,0,0,0,0
0,1,-1,5,1,0,0.4375,0.4375,0,0,0,0
0,1,-1,5,1,0,0.209925589669066,0.209925589669066,0,0,0,0
0,1,-1,21,1,0,0.79234997444698,0.79234997444698,0,0,0,0
0,1,-1,14,1,0,0.178030303030303,0.178030303030303,0,0,0,0
0,1.78571428571429,-1,6,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,3.75,-1,2,1,0,0.907268170426065,0.907268170426065,0,0,0,0
0,1,-1,13,1,0,0.0952380952380952,0.0952380952380952,0,0,0,0
0,1,-1,2,1,0,1,1,0,0,0,0
0,1,-1,2,1,0,0.0598365402713229,0.0598365402713229,0,0,0,0
0,1,-1,14,1,0,0.461538461538462,0.461538461538462,0,0,0,0
0,1.2,-1,8,1,0,0.509514760463036,0.509514760463036,0,0,0,0
0,1,-1,6,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,5,1,0,0.0589285714285714,0.0589285714285714,0,0,0,0
0,1,-1,19,1,0,0.157575757575758,0.157575757575758,0,0,0,0
0,1,-1,8,1,0,0.156254774637128,0.156254774637128,0,0,0,0
0,1,-1,8,1,0,0.1,0.1,0,0,0,0
0,1,-1,26,1,0,0.8,0.8,0,0,0,0
0,1,-1,14,1,0,0.0298094364809893,0.0298094364809893,0,0,0,0
0,1,-1,21,1,0,0.0112745098039216,0.0112745098039216,0,0,0,0
0,1,-1,13,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1,-1,7,1,0,0.0294117647058824,0.0294117647058824,0,0,0,0
0,1.33333333333333,-1,7,1,0,0.0476190476190476,0.0476190476190476,0,0,0,0
0,1,-1,17,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,1,-1,6,1,0,0.25369532428356,0.25369532428356,0,0,0,0
0,1,-1,6,1,0,0.461538461538462,0.461538461538462,0,0,0,0
0,1.3,-1,8,1,0,0.05,0.05,0,0,0,0
0,1,-1,30,1,0,0.8,0.8,0,0,0,0
0,1,-1,9,1,0,0.0952380952380952,0.0952380952380952,0,0,0,0
0,1,-1,19,1,0,0.027027027027027,0.027027027027027,0,0,0,0
0,1,-1,8,1,0,0.289279566738083,0.289279566738083,0,0,0,0
0,1,-1,7,1,0,0.428571428571429,0.428571428571429,0,0,0,0
0,1,-1,11,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,1,-1,18,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.2,-1,11,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,6,1,0,0.0407114624505929,0.0407114624505929,0,0,0,0
0,1.06666666666667,-1,5,1,0,0.155277777777778,0.155277777777778,0,0,0,0
0,1,-1,4,1,0,0.323225437796376,0.323225437796376,0,0,0,0
0,1,-1,5,1,0,0.1,0.1,0,0,0,0
0,1,-1,6,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.33333333333333,-1,18,1,0,0.0231801937684291,0.0231801937684291,0,0,0,0
0,1.74333333333333,-1,25,1,0,0.05,0.05,0,0,0,0
0,1.11111111111111,-1,6,1,0,0.1,0.1,0,0,0,0
0,1,-1,19,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1.1,-1,6,1,0,0.0113636363636364,0.0113636363636364,0,0,0,0
0,1,-1,19,1,0,0.1,0.1,0,0,0,0
0,1,-1,19,1,0,0.133540372670807,0.133540372670807,0,0,0,0
0,1,-1,4,1,0,1,1,0,0,0,0
0,1,-1,8,1,0,0.209925589669066,0.209925589669066,0,0,0,0
0,1,-1,6,1,0,0.155277777777778,0.155277777777778,0,0,0,0
0,1,-1,5,1,0,0.0592632956855611,0.0592632956855611,0,0,0,0
0,1,-1,12,1,0,0.0882352941176471,0.0882352941176471,0,0,0,0
0,2.03809523809524,-1,11,1,0,0.0112745098039216,0.0112745098039216,0,0,0,0
0,1.20833333333333,-1,5,1,0,0.375,0.375,0,0,0,0
0,1,-1,6,1,0,0.323225437796376,0.323225437796376,0,0,0,0
0,1,-1,5,1,0,0.428571428571429,0.428571428571429,0,0,0,0
0,1,-1,5,1,0,0.672619047619048,0.672619047619048,0,0,0,0
0,1.1,-1,1,1,0,0.0434782608695652,0.0434782608695652,0,0,0,0
0,2.78181818181818,-1,26,1,0,0.0882352941176471,0.0882352941176471,0,0,0,0
0,1,-1,12,1,0,0.672619047619048,0.672619047619048,0,0,0,0
0,1,-1,18,1,0,0.05,0.05,0,0,0,0
0,1.16666666666667,-1,29,1,0,0.0592632956855611,0.0592632956855611,0,0,0,0
0,1,-1,5,1,0,0.0507692307692308,0.0507692307692308,0,0,0,0
0,1.20833333333333,-1,21,1,0,0.209925589669066,0.209925589669066,0,0,0,0
0,1,-1,3,1,0,0.369887152185289,0.369887152185289,0,0,0,0
0,1,-1,10,1,0,0.375,0.375,0,0,0,0
0,1.61111111111111,-1,26,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,2.75,-1,7,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.17391304347826,-1,17,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,3,-1,3,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,2.34102564102564,-1,30,1,0,0.161821050259184,0.161821050259184,0,0,0,0
0,1,-1,5,1,0,0.0952380952380952,0.0952380952380952,0,0,0,0
0,2,-1,2,1,0,0.25,0.25,0,0,0,0
0,1,-1,9,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1.25,-1,2,1,0,0.133540372670807,0.133540372670807,0,0,0,0
0,1.5,-1,32,1,0,0.289279566738083,0.289279566738083,0,0,0,0
0,1,-1,7,1,0,0.0745762711864407,0.0745762711864407,0,0,0,0
0,1,-1,2,1,0,0.0277777777777778,0.0277777777777778,0,0,0,0
0,1.21428571428571,-1,12,1,0,0.461538461538462,0.461538461538462,0,0,0,0
0,1,-1,7,1,0,0.0222222222222222,0.0222222222222222,0,0,0,0
0,1.33333333333333,-1,6,1,0,0.159313725490196,0.159313725490196,0,0,0,0
0,2,-1,11,1,0,0.262838915470494,0.262838915470494,0,0,0,0
0,2.75,-1,7,1,0,0.509514760463036,0.509514760463036,0,0,0,0
0,1.5,-1,9,1,0,0.0598365402713229,0.0598365402713229,0,0,0,0
0,1,-1,16,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,35,1,0,0.0113636363636364,0.0113636363636364,0,0,0,0
0,1,-1,7,1,0,0.842105263157895,0.842105263157895,0,0,0,0
0,1.11111111111111,-1,7,1,0,0.0714285714285714,0.0714285714285714,0,0,0,0
0,1.94871794871795,-1,12,1,0,0.161821050259184,0.161821050259184,0,0,0,0
0,1,-1,6,1,0,0.428571428571429,0.428571428571429,0,0,0,0
0,1.15384615384615,-1,26,1,0,0.027027027027027,0.027027027027027,0,0,0,0
0,1,-1,4,1,0,0.147619047619048,0.147619047619048,0,0,0,0
0,1,-1,13,1,0,0.8,0.8,0,0,0,0
0,1,-1,21,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,12,1,0,0.0952380952380952,0.0952380952380952,0,0,0,0
0,1,-1,2,1,0,0.8,0.8,0,0,0,0
0,1,-1,15,1,0,0.0507692307692308,0.0507692307692308,0,0,0,0
0,1,-1,21,1,0,0.353337596849009,0.353337596849009,0,0,0,0
0,1.11764705882353,-1,29,1,0,0.255263157894737,0.255263157894737,0,0,0,0
0,1,-1,12,1,0,0.157575757575758,0.157575757575758,0,0,0,0
0,1,-1,9,1,0,0.209925589669066,0.209925589669066,0,0,0,0
0,1,-1,22,1,0,0.880037503178235,0.880037503178235,0,0,0,0
0,1,-1,23,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
0,1,-1,34,1,0,0.0476190476190476,0.0476190476190476,0,0,0,0
0,1.33333333333333,-1,2,1,0,0.00198412698412699,0.00198412698412699,0,0,0,0
