1,324,230,192,0.010673543
2,371,402,185,0.010284404
3,381,201,185,0.010284404
4,421,414,179,0.009950856
5,15,440,175,0.00972849
6,301,41,167,0.009283759
7,352,45,156,0.008697518
8,158,189,155,0.008617076
9,61,80,154,0.008537377
10,183,228,152,0.008458416
11,159,61,151,0.008380185
12,39,187,149,0.008302677
13,177,128,148,0.008225886
14,27,112,147,0.008149806
15,336,131,145,0.008074429
16,223,252,144,0.007999749
17,427,274,143,0.00792576
18,349,105,141,0.007852455
19,61,362,140,0.007779828
20,14,138,139,0.007707873
21,229,301,137,0.007636584
22,370,386,136,0.007565954
23,175,241,135,0.007495977
24,391,54,134,0.007426647
25,186,129,132,0.007357959
26,292,128,131,0.007289906
27,213,116,130,0.007222482
28,240,197,129,0.007155682
29,138,339,128,0.007089499
30,336,2,126,0.007023929
31,193,164,125,0.006958966
32,1,280,124,0.006894603
33,147,103,123,0.006830835
34,383,286,122,0.006767657
35,115,35,121,0.006705064
36,195,403,119,0.006643049
37,261,256,118,0.006581608
38,326,199,117,0.006520735
39,114,104,116,0.006460426
40,132,369,115,0.006400674
41,395,361,114,0.006341474
42,33,60,113,0.006282823
43,187,9,112,0.006224713
44,155,381,111,0.006167141
45,235,377,110,0.006110102
46,183,16,109,0.00605359
47,9,114,108,0.005997601
48,106,184,107,0.00594213
49,326,267,106,0.005887171
50,349,33,105,0.005832721
51,375,324,104,0.005778775
52,3,12,103,0.005725328
53,260,294,102,0.005672375
54,202,282,101,0.005619911
55,160,110,100,0.005567933
56,321,107,99,0.005516436
57,392,179,98,0.005465415
58,257,189,97,0.005414866
59,343,347,97,0.005364784
60,128,367,96,0.005315165
61,106,108,95,0.005266006
62,290,91,94,0.005217301
63,190,34,93,0.005169047
64,166,217,92,0.005121239
65,32,109,91,0.005073873
66,358,75,90,0.005026945
67,72,222,90,0.004980451
68,369,49,89,0.004934387
69,87,398,88,0.004888749
70,410,350,87,0.004843534
71,129,320,86,0.004798736
72,356,186,86,0.004754353
73,14,405,85,0.004710381
74,315,115,84,0.004666815
75,14,428,83,0.004623652
76,201,352,82,0.004580888
77,169,48,82,0.00453852
78,395,252,81,0.004496543
79,258,57,80,0.004454955
80,1,362,79,0.004413752
81,316,256,79,0.004372929
82,367,262,78,0.004332484
83,435,252,77,0.004292414
84,343,76,76,0.004252713
85,274,197,76,0.00421338
86,72,150,75,0.004174411
87,20,369,74,0.004135802
88,263,327,74,0.004097551
89,379,25,73,0.004059653
90,21,403,72,0.004022105
91,188,432,72,0.003984905
92,17,41,71,0.003948049
93,183,357,70,0.003911534
94,109,205,70,0.003875357
95,326,208,69,0.003839514
96,255,381,68,0.003804002
97,314,424,68,0.003768819
98,145,115,67,0.003733962
99,129,47,67,0.003699427
100,97,293,66,0.003665211
101,38,179,65,0.003631312
102,429,272,65,0.003597726
103,220,155,64,0.003564451
104,372,230,64,0.003531484
105,4,177,63,0.003498821
106,161,203,62,0.003466461
107,356,117,62,0.0034344
108,421,217,61,0.003402636
109,158,316,61,0.003371165
110,58,250,60,0.003339985
111,315,340,60,0.003309094
112,47,168,59,0.003278488
113,270,397,58,0.003248166
114,350,387,58,0.003218124
115,352,365,57,0.00318836
116,345,438,57,0.003158871
117,426,92,56,0.003129655
118,381,297,56,0.003100709
119,318,253,55,0.003072031
120,52,333,55,0.003043618
121,276,237,54,0.003015468
122,409,11,54,0.002987578
123,421,129,53,0.002959946
124,161,85,53,0.00293257
125,247,131,52,0.002905446
126,361,46,52,0.002878574
127,409,155,51,0.002851951
128,306,321,51,0.002825573
129,227,2,50,0.00279944
130,21,367,50,0.002773548
131,264,396,49,0.002747895
132,207,23,49,0.00272248
133,332,329,49,0.0026973
134,133,422,48,0.002672353
135,297,39,48,0.002647637
136,281,268,47,0.002623149
137,75,326,47,0.002598888
138,211,55,46,0.002574851
139,93,405,46,0.002551036
140,21,316,45,0.002527442
141,192,425,45,0.002504066
142,237,235,45,0.002480906
143,340,32,44,0.00245796
144,271,368,44,0.002435227
145,28,143,43,0.002412704
146,423,323,43,0.002390389
147,385,393,43,0.00236828
148,138,200,42,0.002346376
149,370,142,42,0.002324675
150,179,419,41,0.002303174
151,57,105,41,0.002281872
152,324,234,41,0.002260767
153,108,314,40,0.002239858
154,66,327,40,0.002219141
155,351,431,40,0.002198617
156,100,244,39,0.002178282
157,238,22,39,0.002158135
158,89,219,38,0.002138175
159,401,64,38,0.002118399
160,121,82,38,0.002098806
161,382,390,37,0.002079394
162,440,327,37,0.002060162
163,104,50,37,0.002041108
164,343,8,36,0.00202223
165,216,5,36,0.002003526
166,298,273,36,0.001984996
167,112,75,35,0.001966637
168,375,230,35,0.001948448
169,281,244,35,0.001930427
170,45,116,34,0.001912572
171,199,226,34,0.001894883
172,227,298,34,0.001877357
173,8,368,33,0.001859994
174,62,85,33,0.001842791
175,310,365,33,0.001825747
176,235,23,33,0.001808861
177,362,249,32,0.001792131
178,69,313,32,0.001775556
179,313,272,32,0.001759134
180,173,150,31,0.001742864
181,17,415,31,0.001726744
182,50,169,31,0.001710774
183,43,216,30,0.001694951
184,216,107,30,0.001679274
185,235,370,30,0.001663743
186,412,358,30,0.001648355
187,28,167,29,0.001633109
188,406,373,29,0.001618005
189,352,92,29,0.00160304
190,149,424,29,0.001588214
191,55,245,28,0.001573525
192,41,89,28,0.001558971
193,341,154,28,0.001544552
194,142,180,28,0.001530267
195,282,95,27,0.001516114
196,216,432,27,0.001502091
197,362,340,27,0.001488198
198,331,261,27,0.001474434
199,217,360,26,0.001460797
200,414,134,26,0.001447287
201,81,209,26,0.001433901
202,27,331,26,0.001420639
203,352,77,25,0.001407499
204,211,76,25,0.001394481
205,173,339,25,0.001381584
206,287,430,25,0.001368806
207,16,348,24,0.001356146
208,184,332,24,0.001343603
209,273,292,24,0.001331176
210,261,343,24,0.001318864
211,386,235,24,0.001306666
212,320,5,23,0.001294581
213,159,309,23,0.001282607
214,86,396,23,0.001270745
215,353,8,23,0.001258992
216,117,240,22,0.001247347
217,16,116,22,0.001235811
218,157,311,22,0.001224381
219,363,379,22,0.001213057
220,17,400,22,0.001201837
221,327,163,21,0.001190721
222,37,22,21,0.001179709
223,230,17,21,0.001168798
224,399,326,21,0.001157987
225,366,307,21,0.001147277
226,127,32,20,0.001136666
227,204,80,20,0.001126153
228,101,371,20,0.001115738
229,227,4,20,0.001105418
230,88,191,20,0.001095194
231,12,293,20,0.001085065
232,37,117,19,0.001075029
233,11,169,19,0.001065086
234,264,272,19,0.001055236
235,355,327,19,0.001045476
236,113,264,19,0.001035806
237,180,230,18,0.001026226
238,166,227,18,0.001016735
239,3,52,18,0.001007331
240,105,334,18,0.000998014
241,82,53,18,0.000988784
242,303,245,18,0.000979638
243,251,393,17,0.000970578
244,189,8,17,0.000961601
245,370,32,17,0.000952707
246,116,325,17,0.000943896
247,339,419,17,0.000935166
248,359,353,17,0.000926517
249,159,71,17,0.000917947
250,263,359,16,0.000909457
251,122,126,16,0.000901046
252,92,355,16,0.000892712
253,186,170,16,0.000884455
254,50,226,16,0.000876275
255,130,108,16,0.000868171
256,175,39,15,0.000860141
257,99,287,15,0.000852186
258,141,273,15,0.000844304
259,184,69,15,0.000836495
260,435,258,15,0.000828758
261,399,435,15,0.000821093
262,63,387,15,0.000813499
263,119,256,14,0.000805975
264,417,319,14,0.00079852
265,343,303,14,0.000791135
266,261,295,14,0.000783818
267,35,223,14,0.000776568
268,138,273,14,0.000769386
269,387,213,14,0.00076227
270,388,201,14,0.00075522
271,276,188,13,0.000748235
272,134,121,13,0.000741315
273,226,138,13,0.000734458
274,229,164,13,0.000727665
275,107,187,13,0.000720935
276,218,103,13,0.000714267
277,70,353,13,0.000707661
278,421,358,13,0.000701116
279,195,402,12,0.000694631
280,121,215,12,0.000688207
281,179,104,12,0.000681842
282,408,335,12,0.000675535
283,351,32,12,0.000669287
284,351,364,12,0.000663097
285,286,77,12,0.000656964
286,411,312,12,0.000650888
287,292,45,12,0.000644868
288,188,219,11,0.000638904
289,423,392,11,0.000632994
290,379,41,11,0.00062714
